Hybrid	Gen	sample	S30_equal	S37_equal	R_equal	mu	R_plot
4A	0	B1	25340.04575	11701.42325	0.461775932271156	0.435972970477385	0.435972970477385
4A	0	D3	23638.59575	9650.03425	0.40823212817115	0.435972970477385	0.435972970477385
4A	0	D6	24524.83125	9996.168	0.407593752556401	0.435972970477385	0.435972970477385
4A	0	G4	23623.58325	10963.686	0.464099196297835	0.435972970477385	0.435972970477385
4A	0	H1	24130.7005	9548.2415	0.395688533782929	0.435972970477385	0.435972970477385
4A	0	H11	23254.195	10385.81475	0.446621125779671	0.435972970477385	0.435972970477385
4A	5000	A5	26527.0915	8595.09375	0.324011916270579	0.435972970477385	0.324011916270579
4A	5000	B1	26970.5935	7093.327	0.263002258367062	0.435972970477385	0.263002258367062
4A	5000	D3	23702.09575	5352.319	0.225816276183088	0.435972970477385	0.225816276183088
4A	5000	D6	22012.078	4904.685	0.222817900245493	0.435972970477385	0.222817900245493
4A	5000	G4	24398.962	3707.11175	0.151937272987269	0.435972970477385	0.151937272987269
4A	5000	H1	24204.9325	3658.74575	0.151157031733098	0.435972970477385	0.151157031733098
4A	5000	H11	24212.65425	3328.62425	0.137474570760866	0.435972970477385	0.137474570760866
4A	9000	A5	27083.786	9182.0165	0.339022635166295	0.435972970477385	0.339022635166295
4A	9000	B1	29211.397	5870.95275	0.200981580921994	0.435972970477385	0.200981580921994
4A	9000	D3	25353.40925	3560.12425	0.140419941748071	0.435972970477385	0.140419941748071
4A	9000	D6	26083.538	3947.978	0.151358991253411	0.435972970477385	0.151358991253411
4A	9000	G4	26823.217	4059.30125	0.151335361824795	0.435972970477385	0.151335361824795
4A	9000	H1	22356.58625	3511.026	0.157046606344025	0.435972970477385	0.157046606344025
4A	9000	H11	26103.04325	4248.0385	0.162741120233174	0.435972970477385	0.162741120233174
4B	0	A10	19452.88125	16804.737	0.863868790645088	0.852526979322587	0.852526979322587
4B	0	B10	25908.723	24354.90225	0.940027119437728	0.852526979322587	0.852526979322587
4B	0	C10	18093.599	15614.505	0.862985025809404	0.852526979322587	0.852526979322587
4B	0	C5	18822.36675	15111.49975	0.802848013255294	0.852526979322587	0.852526979322587
4B	0	F1	18073.30075	15209.52275	0.841546486742329	0.852526979322587	0.852526979322587
4B	0	F12	20438.3895	15728.03525	0.769533981628053	0.852526979322587	0.852526979322587
4B	0	G3	19060.94	16904.75575	0.886879437740216	0.852526979322587	0.852526979322587
4B	5000	A10	21452.73675	6708.385	0.312705324182007	0.852526979322587	0.312705324182007
4B	5000	B10	27801.73075	27336.263	0.983257598090364	0.852526979322587	0.983257598090364
4B	5000	C10	28089.48275	31586.718	1.12450336950402	0.852526979322587	1.12450336950402
4B	5000	C5	25559.7935	18437.95675	0.721365638184831	0.852526979322587	0.721365638184831
4B	5000	F1	18361.123	7953.052	0.433146273242655	0.852526979322587	0.433146273242655
4B	5000	F12	25863.806	6356.86175	0.24578214629355	0.852526979322587	0.24578214629355
4B	5000	G3	20450.51725	8535.46625	0.417371655966306	0.852526979322587	0.417371655966306
4B	9000	A10	17141.709	7352.9205	0.428949091365394	0.852526979322587	0.428949091365394
4B	9000	B10	24309.30075	22313.86375	0.917914668935922	0.852526979322587	0.917914668935922
4B	9000	C10	28629.04325	29908.531	1.04469194931968	0.852526979322587	1.04469194931968
4B	9000	C5	23800.27075	7330.52175	0.308001611704354	0.852526979322587	0.308001611704354
4B	9000	F1	16436.39825	7848.37225	0.477499518484836	0.852526979322587	0.477499518484836
4B	9000	F12	26003.65425	8422.026	0.323878556414816	0.852526979322587	0.323878556414816
4B	9000	G3	19907.30525	955.90475	0.0480177873396501	0.852526979322587	0.0480177873396501
4C	0	A8	24182.392	16511.641	0.682796019517011	0.736997135806312	0.736997135806312
4C	0	B4	22524.0005	17923.99975	0.795773368500858	0.736997135806312	0.736997135806312
4C	0	B6	23876.097	17171.81775	0.719205393997185	0.736997135806312	0.736997135806312
4C	0	D10	23315.859	17084.53725	0.732743204957621	0.736997135806312	0.736997135806312
4C	0	D7	22444.215	16109.146	0.717741565031345	0.736997135806312	0.736997135806312
4C	0	E2	26119.81625	19396.64625	0.742602706862457	0.736997135806312	0.736997135806312
4C	0	F12	22609.87175	17367.0425	0.768117691777708	0.736997135806312	0.736997135806312
4C	5000	A8	25993.2985	13613.805	0.523742879342535	0.736997135806312	0.523742879342535
4C	5000	B4	25246.83925	8929.7875	0.353699225933797	0.736997135806312	0.353699225933797
4C	5000	B6	25447.16275	1699.30125	0.0667776312312067	0.736997135806312	0.0667776312312067
4C	5000	D10	27611.1645	1798.728	0.0651449525064399	0.736997135806312	0.0651449525064399
4C	5000	D7	24994.1875	9494.9485	0.379886263556277	0.736997135806312	0.379886263556277
4C	5000	E2	28189.779	18815.101	0.667444076095808	0.736997135806312	0.667444076095808
4C	5000	F12	22237.14175	20441.48725	0.91924976149419	0.736997135806312	0.91924976149419
4C	9000	A8	25993.2985	13613.805	0.523742879342535	0.736997135806312	0.523742879342535
4C	9000	B4	25246.83925	8929.7875	0.353699225933797	0.736997135806312	0.353699225933797
4C	9000	B6	25447.16275	1699.30125	0.0667776312312067	0.736997135806312	0.0667776312312067
4C	9000	D10	27611.1645	1798.728	0.0651449525064399	0.736997135806312	0.0651449525064399
4C	9000	D7	24994.1875	9494.9485	0.379886263556277	0.736997135806312	0.379886263556277
4C	9000	E2	28189.779	18815.101	0.667444076095808	0.736997135806312	0.667444076095808
4C	9000	F12	22237.14175	20441.48725	0.91924976149419	0.736997135806312	0.91924976149419
4D	0	A11	25290.18675	17476.4345	0.69103619806208	0.754362503651052	0.754362503651052
4D	0	C12	25001.1515	18413.647	0.736511956259295	0.754362503651052	0.754362503651052
4D	0	C4	35059.72275	25442.45125	0.725688888968752	0.754362503651052	0.754362503651052
4D	0	D6	33011.54	26519.79725	0.803349290884339	0.754362503651052	0.754362503651052
4D	0	F7	28108.761	18126.5455	0.644871735897573	0.754362503651052	0.754362503651052
4D	0	H2	31791.09025	29148.5755	0.916878762910624	0.754362503651052	0.754362503651052
4D	0	H8	25128.553	19153.0005	0.762200692574698	0.754362503651052	0.754362503651052
4D	5000	A11	23951.67425	15997.66925	0.667914446523504	0.754362503651052	0.667914446523504
4D	5000	C12	24745.6345	11809.3585	0.477229973634339	0.754362503651052	0.477229973634339
4D	5000	C4	34309.72275	23430.53675	0.682912447900792	0.754362503651052	0.682912447900792
4D	5000	D6	33011.54	15758.7335	0.477370443790262	0.754362503651052	0.477370443790262
4D	5000	F7	24791.109	9942.279	0.401042123609718	0.754362503651052	0.401042123609718
4D	5000	H2	31791.09025	31444.72	0.989104801147862	0.754362503651052	0.989104801147862
4D	5000	H8	23459.3815	17246.5485	0.735166376828818	0.754362503651052	0.735166376828818
4D	9000	A11	27155.54325	24280.95025	0.894143417661144	0.754362503651052	0.894143417661144
4D	9000	C12	28082.5665	13854.76225	0.493358121309888	0.754362503651052	0.493358121309888
4D	9000	C4	34309.72275	32859.4455	0.957729846417952	0.754362503651052	0.957729846417952
4D	9000	D6	33011.54	18994.585	0.575392271914609	0.754362503651052	0.575392271914609
4D	9000	F7	27188.17225	12817.578	0.471439487808894	0.754362503651052	0.471439487808894
4D	9000	H2	31791.09025	35027.0515	1.10178830686689	0.754362503651052	1.10178830686689
4D	9000	H8	22628.553	3229.38775	0.142712958711942	0.754362503651052	0.142712958711942
5A	0	A10	26832.53825	17983.6585	0.670218312276141	0.684429139118868	0.684429139118868
5A	0	A6	26886.97025	19568.6345	0.727811066774993	0.684429139118868	0.684429139118868
5A	0	B5	27117.14675	18124.19925	0.668366750273976	0.684429139118868	0.684429139118868
5A	0	E8	26126.9095	17483.6585	0.669182036245045	0.684429139118868	0.684429139118868
5A	0	F7	24797.399	17983.6585	0.725223580908627	0.684429139118868	0.684429139118868
5A	0	H2	27203.72525	18982.54025	0.697791941197465	0.684429139118868	0.684429139118868
5A	0	H8	27527.47525	17408.6585	0.632410286155829	0.684429139118868	0.684429139118868
5A	5000	A10	26582.53825	4104.95275	0.154422903915129	0.684429139118868	0.154422903915129
5A	5000	A6	26184.88975	5964.44025	0.227781759134579	0.684429139118868	0.227781759134579
5A	5000	B5	27054.922	8590.4715	0.317519728942482	0.684429139118868	0.317519728942482
5A	5000	E8	26933.51325	8714.44025	0.323553788512904	0.684429139118868	0.323553788512904
5A	5000	F7	26983.7655	14031.66175	0.520003842680889	0.684429139118868	0.520003842680889
5A	5000	H2	23823.5405	13289.97675	0.557850616284343	0.684429139118868	0.557850616284343
5A	5000	H8	30611.0105	14031.66175	0.458386100975007	0.684429139118868	0.458386100975007
5A	9000	A10	28676.922	11230.1125	0.39160801497455	0.684429139118868	0.39160801497455
5A	9000	A6	28556.6625	12230.1125	0.428275275515828	0.684429139118868	0.428275275515828
5A	9000	B5	26093.99025	10455.1125	0.40067128100502	0.684429139118868	0.40067128100502
5A	9000	E8	30734.86975	11455.1125	0.372707370917035	0.684429139118868	0.372707370917035
5A	9000	F7	26983.7655	11080.1125	0.41062143458073	0.684429139118868	0.41062143458073
5A	9000	H2	27580.90725	11455.1125	0.415327617622151	0.684429139118868	0.415327617622151
5A	9000	H8	25983.4075	10955.1125	0.421619547012839	0.684429139118868	0.421619547012839
5B	0	A11	24965.57375	9728.413	0.389673119369027	0.460429914129689	0.460429914129689
5B	0	C5	26618.556	11063.664	0.41563727198425	0.460429914129689	0.460429914129689
5B	0	D11	25127.69	11032.0595	0.439039939604476	0.460429914129689	0.460429914129689
5B	0	D4	23977.7705	13522.5855	0.563963421870269	0.460429914129689	0.460429914129689
5B	0	D8	24653.89925	11026.94325	0.447269745778652	0.460429914129689	0.460429914129689
5B	0	G10	22961.6565	10920.58975	0.475601128777447	0.460429914129689	0.460429914129689
5B	0	H12	22819.2705	11223.0825	0.4918247715237	0.460429914129689	0.460429914129689
5B	5000	A11	28502.3035	4474.65475	0.15699274095513	0.460429914129689	0.15699274095513
5B	5000	C5	27735.1895	14228.8355	0.513024636085504	0.460429914129689	0.513024636085504
5B	5000	D11	29338.9075	10973.83975	0.374037095621233	0.460429914129689	0.374037095621233
5B	5000	D4	23752.00775	16855.3305	0.709638135748756	0.460429914129689	0.709638135748756
5B	5000	D8	28308.7755	5681.99875	0.200715101576894	0.460429914129689	0.200715101576894
5B	5000	G10	28369.67	1858.65475	0.0655155576360247	0.460429914129689	0.0655155576360247
5B	5000	H12	24129.917	11549.9285	0.478655956421234	0.460429914129689	0.478655956421234
5B	9000	A11	29196.21275	5605.5385	0.191995398444272	0.460429914129689	0.191995398444272
5B	9000	C5	29825.7025	19844.03325	0.665333306063788	0.460429914129689	0.665333306063788
5B	9000	D11	29338.9075	13185.782	0.449429891007359	0.460429914129689	0.449429891007359
5B	9000	D4	23752.00775	14792.17125	0.622775615674006	0.460429914129689	0.622775615674006
5B	9000	D8	29585.349	4803.55125	0.162362500776989	0.460429914129689	0.162362500776989
5B	9000	G10	31275.26125	1739.21025	0.055609775282053	0.460429914129689	0.055609775282053
5B	9000	H12	22963.015	9383.3825	0.40863024737823	0.460429914129689	0.40863024737823
5C	0	A9	26795.75775	6076.7185	0.226779125139688	0.272099477087559	0.272099477087559
5C	0	B5	29178.53825	8480.60525	0.29064530845715	0.272099477087559	0.272099477087559
5C	0	B9	27987.65225	6757.895	0.241459874505908	0.272099477087559	0.272099477087559
5C	0	D12	27439.13425	8205.486	0.299043181364222	0.272099477087559	0.272099477087559
5C	0	E10	25940.52775	7259.24875	0.27984198393959	0.272099477087559	0.272099477087559
5C	0	E4	26244.45425	7439.0645	0.283452817465236	0.272099477087559	0.272099477087559
5C	0	G1	25897.52225	6724.57	0.259660748047045	0.272099477087559	0.272099477087559
5C	0	G7	27989.01525	8282.30725	0.295912777781633	0.272099477087559	0.272099477087559
5C	5000	A9	23997.62425	13732.1815	0.572230874062461	0.272099477087559	0.572230874062461
5C	5000	B5	30360.95025	8176.9255	0.269323767295459	0.272099477087559	0.269323767295459
5C	5000	B9	29065.4075	7856.55425	0.270306007235577	0.272099477087559	0.270306007235577
5C	5000	D12	32124.533	8767.572	0.27292449667673	0.272099477087559	0.27292449667673
5C	5000	E10	21492.77275	6317.6275	0.293941948462652	0.272099477087559	0.293941948462652
5C	5000	E4	27575.422	7906.02675	0.286705557942141	0.272099477087559	0.286705557942141
5C	5000	G1	28496.7025	9047.32	0.317486558313194	0.272099477087559	0.317486558313194
5C	5000	G7	31005.0435	8261.39525	0.266453270739646	0.272099477087559	0.266453270739646
5C	9000	A9	22326.61875	16258.2265	0.728199226315897	0.272099477087559	0.728199226315897
5C	9000	B5	23879.78825	13776.22675	0.576899033013829	0.272099477087559	0.576899033013829
5C	9000	B9	29841.21525	14941.53725	0.500701366376156	0.272099477087559	0.500701366376156
5C	9000	D12	16790.40875	11076.257	0.659677626966645	0.272099477087559	0.659677626966645
5C	9000	E10	21065.88875	0	0	0.272099477087559	0
5C	9000	E4	26768.0265	663.41725	0.0247839432615624	0.272099477087559	0.0247839432615624
5C	9000	G1	21830.235	8080.436	0.370148832570973	0.272099477087559	0.370148832570973
5C	9000	G7	21315.88875	8158.37525	0.382736809414057	0.272099477087559	0.382736809414057
5D	0	A12	27889.3845	15101.439	0.541476238028846	0.507148620203405	0.507148620203405
5D	0	B7	31207.1375	15460.10325	0.495402798478393	0.507148620203405	0.507148620203405
5D	0	C11	26694.42	14145.421	0.529901792209758	0.507148620203405	0.507148620203405
5D	0	D9	28235.25575	13087.7445	0.463524914237761	0.507148620203405	0.507148620203405
5D	0	E2	30328.62175	15345.1585	0.505962935819858	0.507148620203405	0.507148620203405
5D	0	F5	28150.6165	16262.33	0.577690012579298	0.507148620203405	0.507148620203405
5D	0	F8	30412.00575	13602.5195	0.447274658956028	0.507148620203405	0.507148620203405
5D	0	H9	27584.824	13680.84825	0.495955611317295	0.507148620203405	0.507148620203405
5D	5000	A12	25814.94	17038.17625	0.660012235163049	0.507148620203405	0.660012235163049
5D	5000	B7	29829.96275	23736.1115	0.795713749257029	0.507148620203405	0.795713749257029
5D	5000	C11	25777.82575	20917.7275	0.811462056686453	0.507148620203405	0.811462056686453
5D	5000	D9	31635.354	15584.5405	0.492630507627637	0.507148620203405	0.492630507627637
5D	5000	E2	29043.531	24001.7275	0.826405284536512	0.507148620203405	0.826405284536512
5D	5000	F5	29248.2785	20022.69925	0.684577017071278	0.507148620203405	0.684577017071278
5D	5000	F8	28124.30575	17345.8835	0.61675774876683	0.507148620203405	0.61675774876683
5D	5000	H9	27636.3185	19590.29575	0.708860543418618	0.507148620203405	0.708860543418618
5D	9000	A12	29815.10425	22765.25275	0.763547648839765	0.507148620203405	0.763547648839765
5D	9000	B7	24163.58825	23776.172	0.983966940423263	0.507148620203405	0.983966940423263
5D	9000	C11	38150.08825	11155.99225	0.292423759989599	0.507148620203405	0.292423759989599
5D	9000	D9	28390.25025	19400.95775	0.68336691572488	0.507148620203405	0.68336691572488
5D	9000	E2	28135.7505	24498.7225	0.870732859960498	0.507148620203405	0.870732859960498
5D	9000	F5	28918.9785	20172.83325	0.69756382473883	0.507148620203405	0.69756382473883
5D	9000	F8	23688.52275	18554.04575	0.783250435065648	0.507148620203405	0.783250435065648
5D	9000	H9	26046.67425	22564.63675	0.866315466359395	0.507148620203405	0.866315466359395
